"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 08, 2023 09:09:43"
"Sample Description:"
"Batch ID:","12/08/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,562523.914
"| ","Be",9,59.916506,"ug/L",0.703,37948.385
"|-","Al",27,689.280678,"ug/L",0.414,6265868.251
"|-","V",51,48.625821,"ug/L",0.784,723030.106
"| ","Cr",52,49.401260,"ug/L",0.938,702481.074
"| ","Mn",55,49.587389,"ug/L",0.671,1192332.576
"| ","Fe",57,1000.097355,"ug/L",0.237,503834.161
"| ","Co",59,51.298001,"ug/L",0.513,937367.225
"| ","Ni",60,53.039584,"ug/L",0.709,198875.811
"| ","Cu",63,104.905156,"ug/L",0.867,847580.018
"| ","Zn",66,103.338221,"ug/L",0.814,213704.344
"| ","As",75,50.406468,"ug/L",0.484,101884.548
"| ","Se",82,19.864710,"ug/L",2.458,4666.710
"|>","Ge",74,,"ug/L",,453512.426
"|-","Mo",97,19.074318,"ug/L",0.707,49313.054
"|-","Ag",107,10.286423,"ug/L",0.671,124522.738
"| ","Cd",111,51.564962,"ug/L",0.519,128785.216
"|>","In",115,,"ug/L",,491335.382
"| ","Sb",123,9.404443,"ug/L",2.463,58942.098
"|-","Ba",137,199.682458,"ug/L",0.259,1008081.148
"|-","Tl",205,51.021346,"ug/L",0.347,1959057.197
"| ","Pb",208,51.448800,"ug/L",0.255,2731547.473
"|>","Bi",209,,"ug/L",,564303.064
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 08, 2023 13:26:20"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,540513.874
"| ","Be",9,-0.015486,"ug/L",51.487,15.667
"|-","Al",27,2.457140,"ug/L",17.937,51216.718
"|-","V",51,-0.636413,"ug/L",14.235,-32105.651
"| ","Cr",52,-0.160605,"ug/L",20.842,17720.593
"| ","Mn",55,0.047120,"ug/L",31.246,2182.267
"| ","Fe",57,-1.408231,"ug/L",21.588,6938.315
"| ","Co",59,0.003656,"ug/L",93.481,135.668
"| ","Ni",60,0.006116,"ug/L",64.822,65.334
"| ","Cu",63,0.011703,"ug/L",45.318,273.338
"| ","Zn",66,-0.047484,"ug/L",34.639,413.343
"| ","As",75,0.055810,"ug/L",84.424,-1599.382
"| ","Se",82,0.095514,"ug/L",16.623,14.507
"|>","Ge",74,,"ug/L",,448332.513
"|-","Mo",97,0.092838,"ug/L",11.846,281.068
"|-","Ag",107,0.001300,"ug/L",15.087,42.000
"| ","Cd",111,-0.002398,"ug/L",42.686,55.741
"|>","In",115,,"ug/L",,471769.897
"| ","Sb",123,0.287879,"ug/L",6.926,1937.038
"|-","Ba",137,0.044059,"ug/L",55.245,283.876
"|-","Tl",205,0.008277,"ug/L",26.674,407.343
"| ","Pb",208,0.008055,"ug/L",45.775,767.680
"|>","Bi",209,,"ug/L",,559798.640
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0875-02"
"Sample Date/Time:","Friday, December 08, 2023 13:29:36"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,378806.324
"| ","Be",9,1.416839,"ug/L",3.267,621.355
"|-","Al",27,25947.087995,"ug/L",0.828,158065825.757
"|-","V",51,52.827418,"ug/L",0.496,470295.571
"| ","Cr",52,85.074913,"ug/L",1.042,713781.669
"| ","Mn",55,724.114601,"ug/L",1.037,10389032.022
"| ","Fe",57,32057.174593,"ug/L",0.479,9501690.786
"| ","Co",59,16.601593,"ug/L",0.500,181199.351
"| ","Ni",60,60.101970,"ug/L",0.524,134583.213
"| ","Cu",63,53.826776,"ug/L",0.412,259779.471
"| ","Zn",66,121.497501,"ug/L",1.359,149994.990
"| ","As",75,11.548469,"ug/L",3.704,13145.171
"| ","Se",82,1.733983,"ug/L",10.132,238.898
"|>","Ge",74,,"ug/L",,270844.703
"|-","Mo",97,2.933673,"ug/L",1.627,4551.885
"|-","Ag",107,0.326040,"ug/L",1.872,2593.703
"| ","Cd",111,0.154355,"ug/L",11.772,293.278
"|>","In",115,,"ug/L",,320661.436
"| ","Sb",123,0.868652,"ug/L",2.498,3683.652
"|-","Ba",137,209.543339,"ug/L",0.188,690400.309
"|-","Tl",205,0.759658,"ug/L",0.499,15841.459
"| ","Pb",208,82.180824,"ug/L",0.820,2361944.748
"|>","Bi",209,,"ug/L",,305509.808
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0875-01"
"Sample Date/Time:","Friday, December 08, 2023 13:32:51"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,354003.030
"| ","Be",9,1.808601,"ug/L",2.934,736.697
"|-","Al",27,66459.609379,"ug/L",2.098,378278489.429
"|-","V",51,102.201043,"ug/L",0.833,790646.491
"| ","Cr",52,130.014308,"ug/L",1.511,929419.643
"| ","Mn",55,2404.354057,"ug/L",2.545,29559124.701
"| ","Fe",57,97701.980280,"ug/L",2.161,24807772.135
"| ","Co",59,45.160727,"ug/L",1.417,422367.970
"| ","Ni",60,142.955478,"ug/L",1.480,274309.355
"| ","Cu",63,144.744070,"ug/L",1.646,598516.858
"| ","Zn",66,217.642935,"ug/L",0.943,230094.843
"| ","As",75,18.752940,"ug/L",2.598,18848.057
"| ","Se",82,-0.699188,"ug/L",14.171,-88.093
"|>","Ge",74,,"ug/L",,232142.492
"|-","Mo",97,4.175160,"ug/L",2.691,5541.658
"|-","Ag",107,0.508673,"ug/L",0.374,3642.730
"| ","Cd",111,-0.573889,"ug/L",10.096,-805.466
"|>","In",115,,"ug/L",,289402.363
"| ","Sb",123,0.369049,"ug/L",2.268,1487.450
"|-","Ba",137,3427.502636,"ug/L",1.157,10190518.849
"|-","Tl",205,0.910244,"ug/L",0.866,17014.574
"| ","Pb",208,112.441440,"ug/L",0.511,2898482.467
"|>","Bi",209,,"ug/L",,274007.927
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0875-04"
"Sample Date/Time:","Friday, December 08, 2023 13:36:06"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,346113.191
"| ","Be",9,1.870006,"ug/L",3.333,744.364
"|-","Al",27,63385.249351,"ug/L",1.849,352761970.116
"|-","V",51,110.006049,"ug/L",1.091,859150.039
"| ","Cr",52,189.022127,"ug/L",1.989,1358168.913
"| ","Mn",55,2315.096424,"ug/L",0.904,28707940.578
"| ","Fe",57,93593.801083,"ug/L",0.809,23969471.355
"| ","Co",59,42.180209,"ug/L",1.092,397851.300
"| ","Ni",60,128.008981,"ug/L",0.975,247725.213
"| ","Cu",63,119.056850,"ug/L",0.581,496524.295
"| ","Zn",66,326.202303,"ug/L",0.847,347639.596
"| ","As",75,23.082441,"ug/L",2.689,23603.355
"| ","Se",82,0.585688,"ug/L",36.703,66.996
"|>","Ge",74,,"ug/L",,234105.099
"|-","Mo",97,6.703409,"ug/L",1.842,8959.763
"|-","Ag",107,0.662827,"ug/L",1.329,4680.538
"| ","Cd",111,0.431277,"ug/L",9.355,663.444
"|>","In",115,,"ug/L",,285687.972
"| ","Sb",123,0.519472,"ug/L",2.924,2014.208
"|-","Ba",137,2507.372834,"ug/L",1.233,7359384.000
"|-","Tl",205,0.959140,"ug/L",1.294,18167.470
"| ","Pb",208,484.928728,"ug/L",0.956,12667864.356
"|>","Bi",209,,"ug/L",,277694.911
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 13:39:23"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,513263.692
"| ","Be",9,60.303132,"ug/L",0.155,34848.003
"|-","Al",27,704.984580,"ug/L",0.458,5846663.047
"|-","V",51,48.511331,"ug/L",1.404,677017.465
"| ","Cr",52,48.689825,"ug/L",1.112,650172.702
"| ","Mn",55,49.153098,"ug/L",1.183,1109364.916
"| ","Fe",57,1000.294340,"ug/L",1.042,473013.264
"| ","Co",59,50.895882,"ug/L",1.054,872998.101
"| ","Ni",60,52.936789,"ug/L",1.003,186315.957
"| ","Cu",63,104.437860,"ug/L",0.515,792051.324
"| ","Zn",66,103.127488,"ug/L",0.342,200191.910
"| ","As",75,50.183517,"ug/L",0.797,95206.591
"| ","Se",82,19.501906,"ug/L",2.881,4300.243
"|>","Ge",74,,"ug/L",,425695.461
"|-","Mo",97,18.840163,"ug/L",1.656,45719.640
"|-","Ag",107,10.257887,"ug/L",1.118,116564.642
"| ","Cd",111,51.840260,"ug/L",0.482,121537.164
"|>","In",115,,"ug/L",,461232.897
"| ","Sb",123,9.663345,"ug/L",2.631,56849.823
"|-","Ba",137,201.639972,"ug/L",0.802,955532.468
"|-","Tl",205,51.071592,"ug/L",0.415,1836466.551
"| ","Pb",208,51.469779,"ug/L",0.337,2559181.284
"|>","Bi",209,,"ug/L",,528481.456
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 08, 2023 13:42:40"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,497401.022
"| ","Be",9,-0.012057,"ug/L",40.618,16.333
"|-","Al",27,3.170623,"ug/L",6.892,52853.044
"|-","V",51,-0.397995,"ug/L",27.115,-26861.048
"| ","Cr",52,-0.230940,"ug/L",15.142,15798.060
"| ","Mn",55,0.063944,"ug/L",12.575,2432.994
"| ","Fe",57,-0.984608,"ug/L",15.150,6734.494
"| ","Co",59,0.005026,"ug/L",37.531,151.001
"| ","Ni",60,0.010348,"ug/L",14.381,76.334
"| ","Cu",63,0.021336,"ug/L",12.375,330.006
"| ","Zn",66,-0.039091,"ug/L",19.807,405.676
"| ","As",75,0.102351,"ug/L",65.485,-1417.545
"| ","Se",82,0.081025,"ug/L",100.466,10.449
"|>","Ge",74,,"ug/L",,422524.468
"|-","Mo",97,0.076645,"ug/L",13.020,225.729
"|-","Ag",107,0.000968,"ug/L",23.695,36.333
"| ","Cd",111,0.000406,"ug/L",1092.693,59.519
"|>","In",115,,"ug/L",,449760.068
"| ","Sb",123,0.296517,"ug/L",4.739,1896.932
"|-","Ba",137,0.086597,"ug/L",8.792,468.487
"|-","Tl",205,0.009358,"ug/L",19.061,422.010
"| ","Pb",208,0.016420,"ug/L",7.445,1137.360
"|>","Bi",209,,"ug/L",,526911.399
"QC Calculated Values"
